,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1223,2005-03-13,Parking,Venta,Tarragona,124,1070740,2005-12-22 00:00:00,Carmen
1225,2005-03-14,Piso,Venta,Lleida,291,1497195,2005-08-17 00:00:00,María
1226,2005-03-14,Industrial,Alquiler,Girona,164,1526840,2005-10-20 00:00:00,María
1227,2005-03-14,Piso,Alquiler,Tarragona,188,996588,2005-06-20 00:00:00,Carmen
1229,2005-03-15,Suelo,Venta,Girona,268,2422720,2005-11-27 00:00:00,Carmen
1230,2005-03-16,Suelo,Venta,Barcelona,130,1292980,2005-11-11 00:00:00,Luisa
1232,2005-03-17,Parking,Venta,Lleida,88,820776,2005-08-20 00:00:00,Carmen
1234,2005-03-18,Piso,Venta,Lleida,233,1673173,2005-06-28 00:00:00,Joaquín
1236,2005-03-19,Casa,Alquiler,Lleida,55,376090,2006-02-27 00:00:00,Joaquín
1239,2005-03-19,Industrial,Alquiler,Lleida,285,2562435,2005-06-20 00:00:00,Carmen
1240,2005-03-19,Local,Alquiler,Tarragona,88,630608,2005-12-17 00:00:00,Joaquín
1242,2005-03-20,Industrial,Alquiler,Girona,52,269516,2005-08-21 00:00:00,Carmen
1243,2005-03-20,Oficina,Alquiler,Barcelona,274,1152718,2005-07-31 00:00:00,Pedro
1244,2005-03-20,Parking,Venta,Girona,276,1477428,2005-11-23 00:00:00,María
1245,2005-03-21,Parking,Venta,Barcelona,68,367132,2005-08-31 00:00:00,Joaquín
1246,2005-03-22,Industrial,Venta,Barcelona,268,1557884,2005-12-09 00:00:00,Luisa
1247,2005-03-22,Piso,Alquiler,Tarragona,182,851032,2006-01-02 00:00:00,Carmen
1248,2005-03-22,Parking,Alquiler,Barcelona,99,500148,2005-08-09 00:00:00,Joaquín
1249,2005-03-23,Piso,Venta,Girona,163,1362843,2006-01-31 00:00:00,Luisa
1250,2005-03-23,Local,Alquiler,Barcelona,150,730350,2005-06-28 00:00:00,Carmen
1252,2005-03-23,Industrial,Alquiler,Barcelona,71,459725,2006-01-26 00:00:00,Joaquín
1254,2005-03-24,Casa,Venta,Girona,40,354360,2005-10-16 00:00:00,Carmen
1255,2005-03-24,Piso,Venta,Girona,168,1620192,2005-10-09 00:00:00,María
1256,2005-03-25,Parking,Venta,Girona,117,1149525,2006-02-27 00:00:00,Pedro
1257,2005-03-25,Casa,Alquiler,Tarragona,241,1248862,2005-08-22 00:00:00,Jesús
1258,2005-03-25,Industrial,Venta,Tarragona,180,1495260,2005-11-03 00:00:00,Luisa
1260,2005-03-26,Suelo,Alquiler,Tarragona,187,1194930,2006-02-08 00:00:00,Jesús
1261,2005-03-26,Industrial,Alquiler,Barcelona,68,525096,2005-08-27 00:00:00,Joaquín
1263,2005-03-28,Oficina,Alquiler,Tarragona,186,1843074,2005-10-04 00:00:00,Pedro
1264,2005-03-28,Suelo,Alquiler,Barcelona,67,627321,2005-07-12 00:00:00,Joaquín
1265,2005-03-28,Oficina,Venta,Tarragona,57,363261,2005-07-24 00:00:00,Joaquín
1267,2005-03-30,Industrial,Alquiler,Girona,167,1191044,2006-03-30 00:00:00,Joaquín
1268,2005-03-30,Piso,Venta,Barcelona,138,1307688,2006-02-11 00:00:00,María
1269,2005-03-30,Casa,Alquiler,Barcelona,88,531784,2006-01-11 00:00:00,Joaquín
1270,2005-03-30,Parking,Venta,Tarragona,196,1730876,2005-07-12 00:00:00,Luisa
1271,2005-03-30,Suelo,Alquiler,Girona,216,1500984,2005-10-23 00:00:00,Joaquín
1272,2005-03-31,Piso,Venta,Girona,283,1599233,2005-11-04 00:00:00,Pedro
1273,2005-03-31,Piso,Venta,Lleida,189,1821771,2005-07-09 00:00:00,Pedro
1274,2005-04-01,Piso,Alquiler,Tarragona,278,1754180,2005-12-03 00:00:00,Luisa
1275,2005-04-02,Industrial,Alquiler,Lleida,222,1617270,2005-12-04 00:00:00,Luisa
1276,2005-04-02,Industrial,Alquiler,Lleida,285,2232690,2006-01-29 00:00:00,María
1277,2005-04-02,Piso,Alquiler,Lleida,132,1040028,2005-11-17 00:00:00,María
1278,2005-04-02,Suelo,Venta,Lleida,124,804884,2005-07-24 00:00:00,Carmen
1279,2005-04-03,Industrial,Alquiler,Lleida,285,1938000,2005-09-26 00:00:00,Joaquín
1280,2005-04-04,Piso,Venta,Girona,176,1004608,2006-01-06 00:00:00,Jesús
1283,2005-04-05,Suelo,Alquiler,Tarragona,75,400875,2005-08-26 00:00:00,Joaquín
1285,2005-04-05,Parking,Alquiler,Girona,297,2872287,2005-09-16 00:00:00,Luisa
1286,2005-04-05,Suelo,Venta,Barcelona,194,1612334,2005-09-21 00:00:00,Jesús
1287,2005-04-05,Casa,Alquiler,Tarragona,244,2413648,2006-01-06 00:00:00,María
1288,2005-04-05,Casa,Alquiler,Tarragona,259,1857807,2005-11-07 00:00:00,Luisa
1289,2005-04-05,Casa,Alquiler,Lleida,175,1560125,2005-07-21 00:00:00,Luisa
1290,2005-04-06,Industrial,Venta,Tarragona,131,1273320,2005-11-30 00:00:00,Joaquín
1291,2005-04-06,Industrial,Alquiler,Lleida,170,1566720,2005-09-02 00:00:00,Pedro
1292,2005-04-06,Industrial,Venta,Tarragona,230,1806650,2005-11-30 00:00:00,Pedro
1293,2005-04-07,Local,Venta,Barcelona,102,480318,2006-01-12 00:00:00,Joaquín
1295,2005-04-07,Oficina,Venta,Lleida,89,716272,2005-08-31 00:00:00,Carmen
1296,2005-04-07,Industrial,Venta,Girona,230,1751450,2005-07-07 00:00:00,Jesús
1297,2005-04-08,Industrial,Venta,Barcelona,248,1179488,2005-12-26 00:00:00,Jesús
1298,2005-04-09,Local,Venta,Girona,290,1702590,2006-04-09 00:00:00,Pedro
1299,2005-04-09,Suelo,Venta,Barcelona,71,309702,2005-08-09 00:00:00,Carmen
1300,2005-04-10,Suelo,Venta,Tarragona,299,2531334,2005-12-18 00:00:00,Carmen
1301,2005-04-11,Casa,Venta,Girona,288,2371392,2005-11-17 00:00:00,Luisa
1305,2005-04-14,Casa,Venta,Barcelona,274,2229812,2005-08-26 00:00:00,María
1306,2005-04-15,Industrial,Venta,Girona,264,2589312,2005-07-20 00:00:00,Pedro
1307,2005-04-15,Parking,Venta,Lleida,149,1004707,2006-01-18 00:00:00,Joaquín
1309,2005-04-15,Casa,Alquiler,Lleida,267,1517628,2006-02-14 00:00:00,Carmen
1310,2005-04-15,Casa,Alquiler,Girona,185,1059680,2005-07-14 00:00:00,Pedro
1311,2005-04-16,Oficina,Venta,Girona,180,1523880,2005-11-11 00:00:00,Jesús
1313,2005-04-17,Local,Alquiler,Tarragona,142,1205864,2006-02-05 00:00:00,Luisa
1314,2005-04-17,Parking,Alquiler,Lleida,116,1035416,2006-02-01 00:00:00,María
1315,2005-04-17,Piso,Alquiler,Barcelona,223,1795819,2005-08-30 00:00:00,Luisa
1317,2005-04-17,Casa,Alquiler,Tarragona,275,1543850,2005-12-21 00:00:00,María
1318,2005-04-18,Casa,Alquiler,Lleida,281,1727588,2006-04-07 00:00:00,Luisa
1320,2005-04-18,Local,Alquiler,Girona,271,2478566,2005-07-21 00:00:00,Pedro
1321,2005-04-18,Local,Venta,Lleida,245,2396835,2005-08-18 00:00:00,Joaquín
1322,2005-04-19,Piso,Alquiler,Lleida,84,431760,2006-04-09 00:00:00,Carmen
1324,2005-04-19,Piso,Alquiler,Barcelona,73,563122,2005-10-25 00:00:00,Carmen
1325,2005-04-19,Industrial,Alquiler,Barcelona,152,651472,2005-09-13 00:00:00,Carmen
1327,2005-04-20,Parking,Alquiler,Barcelona,273,2306031,2005-09-25 00:00:00,Carmen
1328,2005-04-20,Oficina,Venta,Girona,182,1367366,2005-07-21 00:00:00,Carmen
1329,2005-04-20,Casa,Alquiler,Lleida,263,2094795,2006-02-12 00:00:00,Carmen
1330,2005-04-21,Piso,Venta,Tarragona,176,1435632,2006-03-10 00:00:00,Luisa
1331,2005-04-21,Parking,Alquiler,Tarragona,281,1619122,2005-09-26 00:00:00,Luisa
1332,2005-04-21,Industrial,Venta,Tarragona,42,287952,2006-01-01 00:00:00,Carmen
1335,2005-04-22,Industrial,Alquiler,Tarragona,266,2583126,2005-12-02 00:00:00,Pedro
1337,2005-04-24,Oficina,Venta,Girona,40,163920,2006-04-09 00:00:00,Carmen
1339,2005-04-24,Oficina,Venta,Tarragona,172,1033548,2006-01-01 00:00:00,Carmen
1340,2005-04-25,Local,Venta,Girona,132,1007688,2005-12-26 00:00:00,Luisa
1341,2005-04-25,Parking,Venta,Barcelona,194,1698664,2006-03-20 00:00:00,Carmen
1342,2005-04-25,Suelo,Alquiler,Barcelona,269,2292149,2006-01-22 00:00:00,Carmen
1343,2005-04-25,Parking,Venta,Tarragona,285,1500240,2005-08-20 00:00:00,Carmen
1345,2005-04-25,Local,Alquiler,Barcelona,50,333650,2005-12-16 00:00:00,Carmen
1347,2005-04-26,Casa,Venta,Lleida,201,1850004,2006-01-15 00:00:00,Joaquín
1348,2005-04-26,Casa,Venta,Barcelona,102,892704,2006-01-22 00:00:00,Joaquín
1350,2005-04-26,Piso,Venta,Tarragona,59,505040,2005-09-08 00:00:00,Carmen
1351,2005-04-27,Piso,Venta,Girona,189,1064637,2005-11-29 00:00:00,Jesús
1352,2005-04-27,Industrial,Alquiler,Barcelona,269,1702501,2005-12-10 00:00:00,Luisa
1353,2005-04-28,Industrial,Venta,Barcelona,242,2418064,2005-10-24 00:00:00,Jesús
1355,2005-04-28,Suelo,Venta,Barcelona,161,1421308,2005-11-12 00:00:00,Pedro
1356,2005-04-28,Local,Venta,Lleida,285,1827420,2006-02-06 00:00:00,Luisa
1357,2005-04-29,Local,Venta,Tarragona,274,2474494,2006-03-25 00:00:00,Carmen
1358,2005-04-29,Parking,Venta,Tarragona,256,1059328,2006-04-17 00:00:00,Jesús
1359,2005-04-29,Parking,Venta,Tarragona,196,1201480,2005-09-18 00:00:00,María
1360,2005-04-30,Local,Venta,Tarragona,186,1179612,2005-10-06 00:00:00,Carmen
1361,2005-04-30,Oficina,Alquiler,Tarragona,172,1441188,2006-04-12 00:00:00,Luisa
1362,2005-04-30,Casa,Venta,Girona,157,729579,2006-01-01 00:00:00,Joaquín
1363,2005-05-01,Industrial,Venta,Lleida,82,783510,2006-02-13 00:00:00,Joaquín
1367,2005-05-02,Oficina,Venta,Tarragona,45,183105,2005-12-06 00:00:00,Joaquín
1368,2005-05-02,Parking,Alquiler,Lleida,128,976384,2006-04-19 00:00:00,Joaquín
1369,2005-05-02,Oficina,Alquiler,Lleida,240,1270800,2006-04-25 00:00:00,Luisa
1371,2005-05-04,Industrial,Venta,Barcelona,286,2633774,2005-09-01 00:00:00,Carmen
1372,2005-05-04,Suelo,Venta,Lleida,224,2211328,2006-02-23 00:00:00,Pedro
1373,2005-05-04,Local,Venta,Barcelona,214,1287210,2005-12-21 00:00:00,Joaquín
1374,2005-05-04,Casa,Venta,Girona,175,1363950,2005-09-11 00:00:00,Jesús
1377,2005-05-05,Oficina,Alquiler,Tarragona,186,1543428,2005-08-25 00:00:00,Pedro
1378,2005-05-06,Parking,Alquiler,Barcelona,119,1013523,2005-08-17 00:00:00,Joaquín
1381,2005-05-06,Parking,Venta,Tarragona,248,1352096,2006-03-14 00:00:00,Jesús
1384,2005-05-08,Parking,Venta,Barcelona,258,2066064,2005-11-25 00:00:00,María
1385,2005-05-08,Casa,Alquiler,Barcelona,245,1244600,2006-01-03 00:00:00,Luisa
1386,2005-05-08,Oficina,Alquiler,Lleida,141,843180,2005-12-25 00:00:00,Carmen
1387,2005-05-08,Casa,Venta,Girona,270,2288520,2005-11-02 00:00:00,Joaquín
1388,2005-05-08,Parking,Venta,Girona,203,1892772,2006-03-26 00:00:00,María
1389,2005-05-09,Oficina,Venta,Lleida,111,924741,2006-03-15 00:00:00,Carmen
1390,2005-05-09,Industrial,Alquiler,Girona,160,804640,2006-04-03 00:00:00,Carmen
1391,2005-05-09,Suelo,Alquiler,Girona,235,1046925,2005-12-05 00:00:00,Carmen
1392,2005-05-09,Oficina,Venta,Tarragona,44,305756,2005-11-02 00:00:00,Carmen
1393,2005-05-09,Casa,Venta,Barcelona,254,2011934,2006-03-04 00:00:00,Jesús
1394,2005-05-10,Local,Venta,Girona,252,1923264,2005-09-21 00:00:00,Carmen
1395,2005-05-10,Industrial,Alquiler,Lleida,292,1177052,2006-04-30 00:00:00,Jesús
1396,2005-05-10,Local,Alquiler,Lleida,223,1623217,2005-08-12 00:00:00,Luisa
1399,2005-05-13,Suelo,Venta,Lleida,190,1670100,2005-11-10 00:00:00,María
1400,2005-05-13,Casa,Venta,Barcelona,280,2349200,2006-04-13 00:00:00,Pedro
1401,2005-05-13,Industrial,Venta,Tarragona,155,1133050,2006-02-28 00:00:00,Pedro
1402,2005-05-14,Suelo,Alquiler,Girona,254,2417572,2005-09-20 00:00:00,María
1403,2005-05-15,Local,Venta,Barcelona,188,1453428,2005-09-14 00:00:00,Joaquín
1404,2005-05-15,Parking,Venta,Girona,71,493166,2005-12-08 00:00:00,Joaquín
1405,2005-05-15,Parking,Venta,Barcelona,163,1531222,2005-10-28 00:00:00,Joaquín
1406,2005-05-16,Oficina,Venta,Tarragona,233,1864000,2005-12-06 00:00:00,Luisa
1407,2005-05-16,Parking,Venta,Barcelona,185,1384355,2005-11-15 00:00:00,Luisa
1408,2005-05-16,Industrial,Venta,Lleida,206,1733696,2005-09-16 00:00:00,Pedro
1409,2005-05-18,Oficina,Venta,Tarragona,80,662000,2006-04-08 00:00:00,Carmen
1411,2005-05-18,Industrial,Alquiler,Girona,233,2120067,2006-02-24 00:00:00,Jesús
1412,2005-05-18,Oficina,Venta,Barcelona,159,742848,2005-10-12 00:00:00,Joaquín
1413,2005-05-21,Piso,Alquiler,Tarragona,209,1206766,2005-11-09 00:00:00,Joaquín
1414,2005-05-21,Suelo,Alquiler,Barcelona,179,896969,2005-09-14 00:00:00,Carmen
1416,2005-05-21,Piso,Venta,Tarragona,262,1137866,2005-10-23 00:00:00,Joaquín
1417,2005-05-21,Piso,Alquiler,Tarragona,87,520521,2005-09-15 00:00:00,Carmen
1418,2005-05-21,Industrial,Alquiler,Barcelona,244,1300276,2006-03-21 00:00:00,Joaquín
1419,2005-05-21,Oficina,Venta,Tarragona,169,1040871,2005-09-02 00:00:00,Pedro
1420,2005-05-22,Industrial,Venta,Barcelona,196,1584856,2005-09-02 00:00:00,Joaquín
1421,2005-05-22,Parking,Alquiler,Girona,282,1132230,2006-03-20 00:00:00,Pedro
1422,2005-05-23,Parking,Alquiler,Tarragona,280,1240400,2005-11-04 00:00:00,Jesús
1423,2005-05-23,Local,Alquiler,Barcelona,185,1583785,2005-09-17 00:00:00,Luisa
1426,2005-05-24,Parking,Alquiler,Girona,223,2228439,2005-09-17 00:00:00,Carmen
1427,2005-05-24,Suelo,Alquiler,Tarragona,195,1539135,2005-10-02 00:00:00,Luisa
1428,2005-05-25,Local,Alquiler,Lleida,200,1046800,2006-03-03 00:00:00,María
1430,2005-05-25,Piso,Venta,Barcelona,208,1792128,2006-04-15 00:00:00,Jesús
1431,2005-05-25,Suelo,Venta,Barcelona,54,264438,2005-08-23 00:00:00,Joaquín
1432,2005-05-26,Industrial,Alquiler,Tarragona,273,1610973,2006-03-21 00:00:00,Pedro
1434,2005-05-27,Casa,Alquiler,Girona,80,548000,2005-11-30 00:00:00,Joaquín
1435,2005-05-27,Industrial,Venta,Lleida,175,1428350,2005-11-08 00:00:00,Jesús
1436,2005-05-27,Industrial,Venta,Barcelona,261,1435239,2006-03-22 00:00:00,Joaquín
1437,2005-05-28,Parking,Venta,Lleida,108,1001376,2006-02-10 00:00:00,Carmen
1438,2005-05-28,Industrial,Venta,Girona,233,1306664,2005-10-30 00:00:00,Luisa
1439,2005-05-28,Parking,Venta,Girona,255,1504755,2005-10-31 00:00:00,Luisa
1440,2005-05-29,Industrial,Alquiler,Tarragona,249,2116251,2006-01-14 00:00:00,Carmen
1441,2005-05-29,Industrial,Venta,Barcelona,160,1496320,2006-05-08 00:00:00,María
1443,2005-05-29,Piso,Alquiler,Lleida,204,958392,2006-01-21 00:00:00,Joaquín
1447,2005-05-31,Oficina,Alquiler,Lleida,188,1579012,2006-04-14 00:00:00,María
1448,2005-06-01,Piso,Alquiler,Girona,85,706690,2006-01-03 00:00:00,Joaquín
1450,2005-06-02,Suelo,Venta,Barcelona,269,1779435,2006-05-18 00:00:00,Jesús
1452,2005-06-04,Suelo,Alquiler,Lleida,258,1687836,2006-03-25 00:00:00,María
1453,2005-06-04,Piso,Alquiler,Tarragona,193,1605374,2006-01-13 00:00:00,Joaquín
1454,2005-06-04,Casa,Venta,Tarragona,182,1047774,2006-01-31 00:00:00,Jesús
1455,2005-06-05,Oficina,Venta,Tarragona,223,2190752,2006-04-24 00:00:00,Joaquín
1456,2005-06-05,Oficina,Venta,Lleida,93,496806,2006-03-17 00:00:00,Joaquín
1457,2005-06-05,Parking,Venta,Girona,277,1691085,2005-11-19 00:00:00,Pedro
1458,2005-06-05,Industrial,Venta,Girona,76,456532,2005-09-19 00:00:00,Joaquín
1459,2005-06-06,Oficina,Alquiler,Girona,228,1039452,2006-01-11 00:00:00,Carmen
1462,2005-06-07,Parking,Alquiler,Tarragona,177,1591584,2005-10-30 00:00:00,Joaquín
1463,2005-06-07,Casa,Venta,Girona,179,1393157,2005-11-26 00:00:00,Luisa
1465,2005-06-08,Suelo,Venta,Barcelona,132,802428,2006-02-15 00:00:00,Joaquín
1466,2005-06-09,Casa,Venta,Lleida,299,2333097,2005-09-15 00:00:00,María
1467,2005-06-09,Oficina,Alquiler,Tarragona,131,1297686,2006-05-01 00:00:00,Carmen
1469,2005-06-09,Industrial,Alquiler,Tarragona,274,2690954,2006-05-17 00:00:00,Joaquín
1470,2005-06-09,Casa,Alquiler,Tarragona,67,485013,2005-11-27 00:00:00,Joaquín
1471,2005-06-10,Parking,Alquiler,Lleida,141,1250952,2006-02-26 00:00:00,Luisa
1472,2005-06-10,Piso,Venta,Barcelona,213,1955340,2006-04-23 00:00:00,Jesús
1473,2005-06-11,Casa,Alquiler,Tarragona,269,2549313,2006-02-20 00:00:00,Carmen
1475,2005-06-11,Parking,Alquiler,Lleida,248,2172232,2005-09-20 00:00:00,Pedro
1477,2005-06-12,Casa,Alquiler,Tarragona,229,1504301,2006-04-08 00:00:00,Joaquín
1479,2005-06-13,Oficina,Venta,Barcelona,124,1053628,2006-04-13 00:00:00,María
1480,2005-06-13,Local,Alquiler,Tarragona,261,1344933,2005-09-24 00:00:00,Pedro
1483,2005-06-13,Parking,Alquiler,Barcelona,282,2677590,2006-04-08 00:00:00,Luisa
1484,2005-06-14,Oficina,Venta,Barcelona,151,1484028,2006-03-24 00:00:00,Jesús
1485,2005-06-15,Local,Alquiler,Girona,167,1121906,2005-11-12 00:00:00,Carmen
1486,2005-06-15,Casa,Venta,Lleida,109,537915,2006-05-16 00:00:00,Carmen
1487,2005-06-15,Suelo,Alquiler,Barcelona,106,704476,2006-02-07 00:00:00,Joaquín
1488,2005-06-15,Suelo,Venta,Lleida,144,1323792,2005-09-17 00:00:00,Jesús
1490,2005-06-16,Oficina,Alquiler,Girona,138,1241034,2006-06-05 00:00:00,Carmen
1491,2005-06-16,Piso,Alquiler,Tarragona,165,1405305,2006-02-01 00:00:00,Carmen
1492,2005-06-16,Industrial,Alquiler,Tarragona,250,1001750,2005-11-23 00:00:00,Joaquín
1493,2005-06-17,Suelo,Alquiler,Tarragona,201,1471320,2006-03-11 00:00:00,Carmen
1494,2005-06-17,Casa,Venta,Girona,199,1590010,2006-04-13 00:00:00,Carmen
1495,2005-06-18,Suelo,Venta,Lleida,278,2520904,2006-05-12 00:00:00,Luisa
1498,2005-06-19,Industrial,Alquiler,Barcelona,175,1084300,2005-10-10 00:00:00,Luisa
1499,2005-06-20,Industrial,Venta,Lleida,125,595750,2006-03-30 00:00:00,Joaquín
1501,2005-06-21,Industrial,Venta,Girona,120,1175160,2005-11-28 00:00:00,Carmen
1502,2005-06-21,Industrial,Alquiler,Lleida,157,977011,2006-03-03 00:00:00,Carmen
1503,2005-06-21,Industrial,Venta,Girona,190,778430,2005-11-14 00:00:00,Joaquín
1505,2005-06-22,Suelo,Alquiler,Girona,256,2512640,2006-03-16 00:00:00,Jesús
1507,2005-06-22,Casa,Venta,Girona,274,2594780,2006-02-23 00:00:00,María
1508,2005-06-22,Piso,Venta,Girona,244,2180628,2006-02-05 00:00:00,Pedro
1509,2005-06-22,Parking,Venta,Tarragona,163,763329,2006-02-05 00:00:00,Joaquín
1510,2005-06-23,Piso,Venta,Lleida,213,1587063,2006-02-02 00:00:00,Carmen
1511,2005-06-23,Casa,Alquiler,Girona,261,2419209,2006-05-25 00:00:00,María
1514,2005-06-26,Piso,Alquiler,Lleida,200,1689000,2005-09-30 00:00:00,Luisa
1515,2005-06-27,Industrial,Venta,Lleida,182,805714,2006-03-20 00:00:00,Carmen
1516,2005-06-28,Suelo,Alquiler,Girona,139,1217501,2005-11-20 00:00:00,Joaquín
1517,2005-06-28,Local,Alquiler,Girona,151,1456999,2005-10-01 00:00:00,Carmen
1518,2005-06-28,Piso,Venta,Lleida,74,659858,2006-05-27 00:00:00,Carmen
1519,2005-06-28,Local,Venta,Lleida,175,999950,2005-10-30 00:00:00,Carmen
1521,2005-06-29,Suelo,Venta,Barcelona,40,306120,2005-11-24 00:00:00,Carmen
1522,2005-06-29,Local,Venta,Lleida,158,1454232,2006-01-24 00:00:00,Pedro
1524,2005-06-30,Local,Venta,Tarragona,252,2283372,2006-02-12 00:00:00,Carmen
1527,2005-06-30,Oficina,Alquiler,Girona,204,1132608,2005-11-12 00:00:00,María
1528,2005-06-30,Oficina,Alquiler,Girona,185,1257075,2006-06-06 00:00:00,María
1530,2005-07-01,Local,Venta,Lleida,251,2325766,2005-10-20 00:00:00,Joaquín
1531,2005-07-01,Piso,Alquiler,Girona,260,1542580,2006-05-03 00:00:00,Luisa
1533,2005-07-02,Local,Alquiler,Barcelona,217,1742293,2006-04-13 00:00:00,Pedro
1536,2005-07-04,Piso,Venta,Barcelona,197,1035826,2006-05-27 00:00:00,Jesús
1537,2005-07-04,Industrial,Alquiler,Girona,161,1405852,2006-05-14 00:00:00,Pedro
1538,2005-07-04,Oficina,Venta,Tarragona,103,850368,2005-10-30 00:00:00,Carmen
1539,2005-07-05,Suelo,Alquiler,Tarragona,227,2223919,2005-11-19 00:00:00,Joaquín
1540,2005-07-06,Local,Venta,Lleida,124,1045816,2006-03-12 00:00:00,Carmen
1541,2005-07-06,Industrial,Venta,Tarragona,243,2401083,2006-04-08 00:00:00,Joaquín
1543,2005-07-06,Parking,Venta,Lleida,199,1573493,2006-07-02 00:00:00,Luisa
1545,2005-07-07,Piso,Alquiler,Girona,135,1294110,2006-03-08 00:00:00,Jesús
1546,2005-07-07,Piso,Venta,Barcelona,214,1258534,2006-01-27 00:00:00,María
1550,2005-07-09,Suelo,Alquiler,Girona,167,944385,2006-02-15 00:00:00,Carmen
1552,2005-07-11,Piso,Alquiler,Barcelona,130,859040,2005-11-06 00:00:00,Joaquín
1555,2005-07-12,Piso,Alquiler,Tarragona,183,1388238,2006-06-13 00:00:00,Joaquín
1556,2005-07-12,Local,Venta,Barcelona,159,1582845,2006-04-15 00:00:00,Pedro
1557,2005-07-13,Suelo,Alquiler,Tarragona,163,830648,2005-10-30 00:00:00,Joaquín
1558,2005-07-13,Piso,Alquiler,Girona,138,824688,2006-05-16 00:00:00,Joaquín
1559,2005-07-14,Casa,Alquiler,Girona,177,1074921,2005-10-25 00:00:00,Luisa
1560,2005-07-15,Casa,Alquiler,Barcelona,291,1823406,2006-05-02 00:00:00,Pedro
1562,2005-07-15,Suelo,Venta,Girona,206,1881810,2006-07-10 00:00:00,Joaquín
1563,2005-07-15,Parking,Venta,Lleida,240,1983840,2005-10-18 00:00:00,Pedro
1566,2005-07-16,Oficina,Alquiler,Tarragona,296,2057496,2005-11-13 00:00:00,Jesús
1567,2005-07-17,Piso,Alquiler,Lleida,210,2005080,2006-04-25 00:00:00,Pedro
1568,2005-07-17,Oficina,Alquiler,Tarragona,273,2202837,2006-06-27 00:00:00,María
1570,2005-07-18,Casa,Venta,Barcelona,127,583692,2006-01-11 00:00:00,Carmen
1571,2005-07-18,Local,Alquiler,Barcelona,300,1716300,2006-04-21 00:00:00,María
1572,2005-07-18,Local,Venta,Barcelona,202,1271388,2006-01-10 00:00:00,Joaquín
1573,2005-07-18,Piso,Alquiler,Barcelona,203,1699719,2006-01-10 00:00:00,Jesús
1574,2005-07-19,Industrial,Venta,Barcelona,275,1620575,2006-02-18 00:00:00,Joaquín
1575,2005-07-20,Piso,Alquiler,Lleida,298,2207286,2006-07-09 00:00:00,Pedro
1576,2005-07-20,Piso,Alquiler,Tarragona,288,1186560,2005-11-05 00:00:00,Luisa
1577,2005-07-20,Local,Venta,Girona,178,1723040,2006-04-05 00:00:00,Jesús
1578,2005-07-20,Suelo,Venta,Tarragona,141,1207101,2006-02-20 00:00:00,María
1579,2005-07-21,Piso,Venta,Tarragona,110,786830,2005-11-18 00:00:00,Carmen
1580,2005-07-21,Suelo,Alquiler,Tarragona,233,2224917,2005-10-27 00:00:00,Jesús
1581,2005-07-21,Parking,Alquiler,Lleida,297,2463021,2006-03-13 00:00:00,María
1582,2005-07-22,Suelo,Alquiler,Girona,300,1832100,2006-05-02 00:00:00,Carmen
1584,2005-07-22,Casa,Venta,Girona,203,1026774,2006-07-04 00:00:00,Pedro
1585,2005-07-22,Industrial,Venta,Tarragona,291,1447434,2006-02-02 00:00:00,María
1586,2005-07-23,Parking,Venta,Lleida,101,478639,2006-01-07 00:00:00,Joaquín
1587,2005-07-23,Local,Alquiler,Girona,245,2170945,2006-05-14 00:00:00,Jesús
1588,2005-07-23,Casa,Venta,Lleida,287,1607487,2005-11-01 00:00:00,Carmen
1590,2005-07-24,Parking,Venta,Tarragona,255,1627920,2006-03-12 00:00:00,Jesús
1591,2005-07-24,Parking,Venta,Barcelona,207,1107864,2006-05-15 00:00:00,Luisa
1593,2005-07-25,Local,Venta,Girona,80,568880,2005-10-29 00:00:00,Carmen
1595,2005-07-25,Suelo,Alquiler,Barcelona,264,2133120,2006-01-26 00:00:00,María
1596,2005-07-26,Parking,Venta,Lleida,256,1656064,2006-02-02 00:00:00,Pedro
1597,2005-07-26,Industrial,Alquiler,Girona,167,1606206,2005-12-11 00:00:00,Joaquín
1598,2005-07-26,Suelo,Alquiler,Girona,245,1311730,2006-01-06 00:00:00,Pedro
1599,2005-07-27,Oficina,Alquiler,Lleida,114,764370,2006-02-24 00:00:00,Carmen
1600,2005-07-28,Industrial,Venta,Lleida,136,1309544,2005-11-19 00:00:00,Joaquín
1602,2005-07-28,Piso,Alquiler,Barcelona,165,687720,2006-02-20 00:00:00,Carmen
1603,2005-07-29,Suelo,Venta,Tarragona,132,807048,2005-10-31 00:00:00,Carmen
1604,2005-07-30,Casa,Alquiler,Barcelona,260,1301560,2005-12-29 00:00:00,Carmen
1605,2005-07-31,Piso,Alquiler,Barcelona,211,1951328,2006-01-03 00:00:00,Luisa
1609,2005-08-01,Piso,Venta,Lleida,245,2292465,2006-06-10 00:00:00,Carmen
1610,2005-08-02,Suelo,Alquiler,Tarragona,71,692037,2006-06-02 00:00:00,Joaquín
1611,2005-08-03,Oficina,Venta,Lleida,275,2110900,2006-07-24 00:00:00,Pedro
1612,2005-08-03,Industrial,Alquiler,Girona,84,690396,2006-02-08 00:00:00,Carmen
1617,2005-08-04,Local,Alquiler,Tarragona,135,990360,2005-12-03 00:00:00,Joaquín
1618,2005-08-04,Casa,Alquiler,Girona,222,1477410,2006-05-06 00:00:00,María
